Id,Brand,Model,Rank,Benchmark
1173,Nvidia,GeForce 7150M / nForce 630M,652,0.05
1174,MSI,MSI GTX 1060 3GB ARMOR 3G OCV1,78,52.9
1175,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming R2,78,52.9
1176,AMD,R9 290X,79,52.9
1177,Sapphire,Sapphire R9 290X 4GB TRI-X OC,79,52.9
1178,Asus,Asus R9 290X 4GB DirectCU II,79,52.9
1179,XFX,XFX R9 290X 4GB Double Dissipation,79,52.9
1180,MSI,MSI GTX 1060 3GB 3GT OC,78,52.9
1181,AMD,R9 295X2 (CrossFire Disabled),80,50.8
1182,MSI,MSI GTX 970 4GB Gaming,81,50.5
1183,Asus,ASUS GTX 970 4GB STRIX OC,81,50.5
1184,EVGA,EVGA GTX 970 4GB Super Clocked ACX 2.0,81,50.5
1185,Gigabyte,Gigabyte GTX 970 4GB G1 Gaming,81,50.5
1186,Gigabyte,Gigabyte GTX 970 4GB OC Windforce,81,50.5
1187,EVGA,EVGA GTX 970 4GB SSC ACX 2.0+,81,50.5
1188,Nvidia,GTX 970,81,50.5
1189,Asus,Asus GTX 970 4GB Turbo OC,81,50.5
1190,Gigabyte,Gigabyte GTX 1060 3GB Mini ITX OC,78,52.9
1191,Gigabyte,Gigabyte GTX 1060 3GB Windforce OC,78,52.9
1192,Sapphire,Sapphire RX 580 8GB Pulse Nitro+ RX,75,55.1
1193,Asus,Asus RX 580 4GB Dual OC,75,55.1
1194,AMD,R9 Nano,76,54.8
1195,Asus,Asus R9 Nano 4GB,76,54.8
1196,Asus,Asus R9 Nano 4GB White,76,54.8
1197,Gigabyte,Gigabyte R9 Nano 4GB,76,54.8
1198,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming,78,52.9
1199,Nvidia,GTX Titan Black,77,52.9
1200,Asus,Asus GTX 1060 3GB Dual OC,78,52.9
1201,Zotac,Zotac GTX 1060 3GB Mini,78,52.9
1202,EVGA,EVGA GTX 1060 3GB Gaming,78,52.9
1203,EVGA,EVGA GTX 1060 3GB SC Gaming,78,52.9
1204,MSI,MSI GTX 1060 3GB Gaming X,78,52.9
1205,MSI,MSI GTX 1060 3GB Gaming X,78,52.9
1206,Nvidia,GTX 1060-3GB,78,52.9
1207,EVGA,EVGA GTX 970 4GB FTW+ GAMING ACX 2.0+ w/BP,81,50.5
1208,Zotac,Zotac GTX 970 4GB Graphics Card,81,50.5
1209,AMD,R9 390,82,50.4
1210,XFX,XFX RX 480 8GB RS XXX 1288 MHz,83,48.3
1211,Asus,Asus RX 480 8GB,83,48.3
1212,Sapphire,Sapphire RX 480 8GB NITRO+,83,48.3
1213,Sapphire,Sapphire RX 480 4GB NITRO+,83,48.3
1214,Sapphire,Sapphire RX 480 4GB NITRO+,83,48.3
1215,Sapphire,Sapphire RX 480 8GB NITRO+,83,48.3
1216,XFX,XFX RX 480 4GB RS,83,48.3
1217,PowerColor,PowerColor RX 480 8GB Red Devil,83,48.3
1218,MSI,MSI RX 480 4GB Gaming X,83,48.3
1219,MSI,MSI RX 480 8GB Armor OC,83,48.3
1220,MSI,MSI RX 480 4GB Armor OC,83,48.3
1221,Asus,Asus RX 480 8GB ROG STRIX OC,83,48.3
1222,AMD,R9 290,84,47.6
1223,Sapphire,Sapphire R9 290 4GB TRI-X OC,84,47.6
1224,MSI,MSI RX 480 8GB Gaming X,83,48.3
1225,XFX,XFX RX 480 8GB Black 1338 MHz,83,48.3
1226,XFX,XFX RX 480 8GB XXX 1288 MHz,83,48.3
1227,XFX,XFX RX 480 8GB LED 1288 MHz,83,48.3
1228,MSI,MSI R9 390 8GB Gaming,82,50.4
1229,XFX,XFX R9 390 8GB Black,82,50.4
1230,XFX,XFX R9 390 8GB Double Dissipation,82,50.4
1231,XFX,XFX R9 390 8GB Double Dissipation,82,50.4
1232,XFX,XFX R9 390 8GB Black Nero,82,50.4
1233,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC +BP,82,50.4
1234,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC,82,50.4
1235,Asus,Asus R9 390 8GB STRIX,82,50.4
1236,AMD,RX 480,83,48.3
1237,AMD,Sapphire RX 480 8GB,83,48.3
1238,AMD,XFX RX 480 4GB 1266 MHz,83,48.3
1239,AMD,Sapphire RX 480 4GB,83,48.3
1240,AMD,MSI RX 480 8GB,83,48.3
1241,XFX,XFX RX 480 8GB 1328 MHz,83,48.3
1242,XFX,XFX RX 480 8GB 1288 MHz,83,48.3
1243,PowerColor,PowerColor RX 580 8GB Red Dragon V2,75,55.1
1244,XFX,XFX R9 290 4GB Double Dissipation,84,47.6
1245,XFX,XFX RX 580 8GB GTS XXX,75,55.1
1246,XFX,XFX RX 580 8GB OC+,75,55.1
1247,Asus,Asus GTX 1650 Super 4GB TUF Gaming,67,60.2
1248,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,67,60.2
1249,MSI,MSI GTX 1650 Super 4GB Ventus XS,67,60.2
1250,Gigabyte,Gigabyte GTX 1650 Super 4GB 2x Windforce,67,60.2
1251,MSI,MSI GTX 1650 Super 4GB Gaming X,67,60.2
1252,Asus,Asus GTX 1650 Super 4GB Phoenix,67,60.2
1253,Zotac,Zotac GTX 1650 Super 4GB Gaming,67,60.2
1254,Nvidia,GTX Titan Z (SLI Disabled),68,58.9
1255,XFX,XFX RX 5600 XT 8GB Thicc II PRO,69,58.4
1256,AMD,RX 5500,70,57.9
1257,Nvidia,GTX 1660-Ti (Mobile Max-Q),71,57.3
1258,Nvidia,GTX 1060-6GB,72,57.2
1259,EVGA,EVGA GTX 1060 6GB Gaming,72,57.2
1260,EVGA,EVGA GTX 1060 6GB Gaming SC,72,57.2
1261,AMD,RX 5500-XT,69,58.4
1262,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming,72,57.2
1263,Nvidia,GTX 1650S (Super),67,60.2
1264,Gigabyte,Gigabyte RX 590 8GB Gaming,66,60.6
1265,Asus,Asus R9 Fury 4GB Gaming,63,63.4
1266,XFX,XFX R9 Fury 4GB,63,63.4
1267,Sapphire,Sapphire R9 Fury 4GB NITRO,63,63.4
1268,Nvidia,GTX 1070 (Mobile Max-Q),64,61.1
1269,Nvidia,GTX 980,65,60.8
1270,EVGA,EVGA GTX 980 4GB SC ACX 2.0,65,60.8
1271,Sapphire,Sapphire RX 590 8GB Pulse,66,60.6
1272,MSI,MSI GTX 980 4GB GAMING,65,60.8
1273,AMD,RX 590,66,60.6
1274,XFX,XFX RX 590 8GB Fatboy OC+,66,60.6
1275,Sapphire,Sapphire RX 590 8GB Nitro+,66,60.6
1276,PowerColor,PowerColor RX 590 8GB Red Dragon,66,60.6
1277,PowerColor,PowerColor RX 590 8GB Red Devil,66,60.6
1278,MSI,MSI RX 590 8GB Armor OC,66,60.6
1279,Asus,ASUS GTX 980 4GB STRIX OC,65,60.8
1280,Zotac,Zotac GTX 1060 6GB AMP,72,57.2
1281,Zotac,Zotac GTX 1060 6GB Mini,72,57.2
1282,MSI,MSI GTX 1060 6GB Gaming X,72,57.2
1283,Sapphire,Sapphire R9 390X 8GB TRIPLE Tri-X OC,74,55.5
1284,Gigabyte,Gigabyte R9 390X 8GB G1 Gaming,74,55.5
1285,XFX,XFX R9 390X 8GB Double Dissipation,74,55.5
1286,AMD,RX 580,75,55.1
1287,MSI,MSI RX 580 8GB Gaming X,75,55.1
1288,MSI,MSI RX 580 4GB Gaming X,75,55.1
1289,MSI,MSI R9 390X 8GB Gaming,74,55.5
1290,Gigabyte,Gigabyte RX 580 8GB AORUS XTR,75,55.1
1291,MSI,MSI RX 580  4GB Armor OC,75,55.1
1292,Asus,Asus RX 580 8GB ROG Strix,75,55.1
1293,Gigabyte,Gigabyte RX 580 8GB Gaming,75,55.1
1294,Gigabyte,Gigabyte RX 580 8GB AORUS,75,55.1
1295,Sapphire,Sapphire RX 580 8GB Pulse,75,55.1
1296,XFX,XFX RX 580 4GB OC+,75,55.1
1297,MSI,MSI RX 580  8GB Armor OC,75,55.1
1298,AMD,R9 390X,74,55.5
1299,Nvidia,GTX 780-Ti,73,55.8
1300,Asus,Asus GTX 1060 6GB Dual OC,72,57.2
1301,Asus,Asus GTX 1060 6GB Dual OC,72,57.2
1302,Gigabyte,Gigabyte GTX 1060 6GB Windforce OC,72,57.2
1303,Asus,Asus GTX 1060 6GB ROG STRIX OC,72,57.2
1304,Asus,Asus GTX 1060 6GB TURBO,72,57.2
1305,Gainward," Gainward GTX 1060 6GB Pheonix GS",72,57.2
1306,MSI,MSI GTX 1060 6G Armor OC,72,57.2
1307,MSI,MSI GTX 1060 6G Armor OCV1,72,57.2
1308,Asus,Asus GTX 1060 6GB ROG STRIX,72,57.2
1309,PNY,PNY GTX 1060 6GB,72,57.2
1310,PNY,PNY GTX 1060 6GB OC,72,57.2
1311,Gigabyte,Gigabyte GTX 1060 6GB Xtreme Gaming,72,57.2
1312,EVGA,EVGA GTX 1060 6GB Gaming SSC,72,57.2
1313,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming R2,72,57.2
1314,MSI,MSI GTX 1060 6GB 6GT OCV1,72,57.2
1315,MSI,MSI GTX 1060 6GB Gaming,72,57.2
1316,XFX,XFX RX 580 8GB Black OC+,75,55.1
1317,XFX,XFX R9 290 4GB Black Double Dissipation,84,47.6
1318,MSI,MSI R9 290 4GB GAMING,84,47.6
1319,Sapphire,Sapphire R9 290 4GB VAPOR-X TRI-X OC,84,47.6
1320,PowerColor,PowerColor R9 285 2GB Turbo Duo,113,33.6
1321,AMD,R9 280,114,32.7
1322,Sapphire,Sapphire R9 280 3GB Dual-X,114,32.7
1323,XFX,XFX R9 280 3GB Double Dissipation,114,32.7
1324,XFX,XFX R9 280 3GB Double Dissipation Black,114,32.7
1325,Nvidia,Quadro K5200,115,32.3
1326,Sapphire,Sapphire R9 285 2GB Dual-X OC,113,33.6
1327,Nvidia,GTX 970M,116,31.8
1328,Nvidia,GTX 1050-Ti (Mobile),118,30.8
1329,AMD,HD 7950,119,30.8
1330,Nvidia,GTX 1050-Ti,120,30.8
1331,EVGA,EVGA GTX 1050 Ti 4GB SC Single Fan,120,30.8
1332,EVGA,EVGA GTX 1050 Ti 4GB Gaming Single Fan,120,30.8
1333,EVGA,EVGA GTX 1050 Ti 4GB SSC GAMING ACX 3.0,120,30.8
1334,Nvidia,Quadro M4000,117,31.5
1335,MSI,MSI GTX 1050 Ti 4GB OC,120,30.8
1336,MSI,MSI R9 285 2GB GAMING,113,33.6
1337,EVGA,EVGA GTX 960 4GB FTW GAMING ACX 2.0+,112,33.8
1338,XFX,XFX R9 380 4GB 4DF5,110,34.5
1339,Asus,Asus R9 380 2GB STRIX,110,34.5
1340,Asus,Asus R9 380  4GB STRIX GAMING,110,34.5
1341,PowerColor,PowerColor R9 380 4GB PCS+,110,34.5
1342,Nvidia,GTX 680,111,34.1
1343,Nvidia,GTX 960,112,33.8
1344,AMD,R9 285,113,33.6
1345,EVGA,EVGA GTX 960 2GB SuperSC ACX 2.0+,112,33.8
1346,MSI,MSI GTX 960 2GB Gaming,112,33.8
1347,MSI,MSI GTX 960 4GB Gaming,112,33.8
1348,EVGA,EVGA GTX 960 4GB SuperSC ACX 2.0 Backplate,112,33.8
1349,Gigabyte,Gigabyte GTX 960 2GB Windforce 2X,112,33.8
1350,Gigabyte,Gigabyte GTX 960 2GB OC,112,33.8
1351,Asus,ASUS GTX 960 4GB STRIX,112,33.8
1352,Asus,ASUS GTX 960 2GB STRIX,112,33.8
1353,MSI,MSI GTX 1050 Ti 4GB OC Twin,120,30.8
1354,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC,120,30.8
1355,Zotac,Zotac GTX 1050 Ti 4GB Mini,120,30.8
1356,Nvidia,GTX 660-Ti,124,28.1
1357,Nvidia,GTX 760,125,27.9
1358,Nvidia,GTX 760 Ti OEM,126,27.6
1359,AMD,HD 7870,127,27.2
1360,Nvidia,GTX 1050,128,26.9
1361,Zotac,Zotac GTX 1050 2GB Mini,128,26.9
1362,Asus,Asus R9 270X 2GB DirectCU II,123,28.2
1363,MSI,MSI GTX 1050 2GB OC,128,26.9
1364,MSI,MSI GTX 1050 2GB GAMING X,128,26.9
1365,Gigabyte,Gigabyte GTX 1050 2GB OC,128,26.9
1366,EVGA,EVGA GTX 1050 2GB SC GAMING,128,26.9
1367,Gigabyte,Gigabyte GTX 1050 2GB OC Single,128,26.9
1368,Gigabyte,Gigabyte GTX 1050 2GB Windforce,128,26.9
1369,Asus,Asus GTX 1050 2GB Expedition,128,26.9
1370,MSI,MSI GTX 1050 2GB TWIN OC,128,26.9
1371,Gigabyte,Gigabyte R9 270X 4GB WINDFORCE,123,28.2
1372,Gigabyte,Gigabyte R9 270X 2GB WINDFORCE,123,28.2
1373,Sapphire,Sapphire R9 270X 4GB Dual-X Boost OC,123,28.2
1374,Zotac,Zotac GTX 1050 Ti 4GB Twin,120,30.8
1375,Gigabyte,Gigabyte GTX 1050 Ti 4GB Twin,120,30.8
1376,MSI,MSI GTX 1050 Ti 4GB GAMING X,120,30.8
1377,Asus,Asus GTX 1050 Ti 4GB Expedition,120,30.8
1378,Asus,Asus GTX 1050 Ti 4GB ROG STRIX,120,30.8
1379,EVGA,EVGA GTX 1050 Ti 4GB FTW GAMING ACX 3.0,120,30.8
1380,Gigabyte,Gigabyte GTX 1050 Ti 4GB 1430 MHz,120,30.8
1381,Gigabyte,Gigabyte GTX 1050 Ti 4GB G1 GAMING,120,30.8
1382,PNY,PNY GTX 1050 Ti 4GB Single,120,30.8
1383,Asus,Asus GTX 1050 Ti 4GB Cerberus OC,120,30.8
1384,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC Low Profile,120,30.8
1385,Nvidia,GTX 670,121,29.4
1386,Nvidia,GTX 880M,122,28.6
1387,AMD,R9 270X,123,28.2
1388,Sapphire,Sapphire R9 270X 2GB Dual-X Boost OC,123,28.2
1389,XFX,XFX R9 380 4GB DD Edition 4255,110,34.5
1390,XFX,XFX R9 380 2GB DD Edition F22M,110,34.5
1391,XFX,XFX R9 380 2GB DD Edition 2DF5,110,34.5
1392,Gigabyte,Gigabyte R9 380 4GB G1 Windforce,110,34.5
1393,Nvidia,GTX 1650,93,43
1394,MSI,MSI GTX 1650 4GB Ventus XS OC,93,43
1395,Zotac,Zotac GTX 1650 4GB OC Compact,93,43
1396,Asus,Asus GTX 1650 4GB Phoenix,93,43
1397,Gigabyte,Gigabyte GTX 1650 4GB OC,93,43
1398,Gigabyte,Gigabyte GTX 1650 4GB Mini ITX OC,93,43
1399,AMD,Radeon Pro 5500M,92,43.3
1400,EVGA,EVGA GTX 1650 4GB XC Gaming,93,43
1401,Nvidia,GTX 1650-Ti (Mobile),94,42.4
1402,AMD,RX 470,95,41.7
1403,MSI,MSI RX 470 4GB Gaming X,95,41.7
1404,MSI,MSI RX 470 8GB Gaming X,95,41.7
1405,Sapphire,Sapphire RX 470 8GB NITRO+,95,41.7
1406,Sapphire,Sapphire RX 470 4GB NITRO+,95,41.7
1407,MSI,MSI GTX 1650 4GB Gaming X,93,43
1408,Nvidia,GTX 1060 (Mobile Max-Q),91,43.3
1409,Nvidia,Quadro K6000,90,46.2
1410,Nvidia,GTX 1060 (Mobile),89,46.4
1411,Nvidia,GTX Titan,85,47.5
1412,Nvidia,GTX 780,86,47.3
1413,Nvidia,GTX 780 4GB,87,47.2
1414,AMD,RX 570,88,46.9
1415,MSI,MSI RX 570 4G Armor OC,88,46.9
1416,MSI,MSI RX 570 4GB Gaming X,88,46.9
1417,Gigabyte,Gigabyte RX 570 4GB Gaming,88,46.9
1418,Gigabyte,Gigabyte RX 570 4GB AORUS,88,46.9
1419,MSI,MSI RX 570 8G Armor OC,88,46.9
1420,Asus,Asus RX 570 4GB ROG Strix,88,46.9
1421,PowerColor,PowerColor RX 570 4GB Red Dragon,88,46.9
1422,XFX,XFX RX 570 4GB Twin,88,46.9
1423,XFX,XFX RX 570 4GB Twin,88,46.9
1424,XFX,XFX RX 570 4GB Twin,88,46.9
1425,XFX,XFX RX 570 4GB Twin XXX,88,46.9
1426,Sapphire,Sapphire RX 470 4GB,95,41.7
1427,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,63,63.4
1428,Sapphire,Sapphire RX 470 4GB,95,41.7
1429,Gigabyte,Gigabyte RX 470 4GB G1 Gaming,95,41.7
1430,Gigabyte,Gigabyte R9 280X 3GB WINDFORCE OC REV3,102,39
1431,Nvidia,Quadro P3000,103,38.9
1432,AMD,Radeon RX Vega M GH,104,37
1433,Nvidia,GTX 1650 (Mobile Max-Q),105,36.6
1434,Nvidia,GTX 770,106,36.6
1435,AMD,FirePro W9000,107,36.3
1436,Sapphire,Sapphire R9 280X 3GB TOXIC,102,39
1437,AMD,Radeon Pro 5300M,108,36.3
1438,AMD,R9 380,110,34.5
1439,MSI,MSI R9 380 GAMING 4GB,110,34.5
1440,Sapphire,Sapphire R9 380 4GB NITRO,110,34.5
1441,Sapphire,Sapphire R9 380 2GB Dual-X OC,110,34.5
1442,Sapphire,Sapphire R9 380 2GB Dual-X OC,110,34.5
1443,Gigabyte,Gigabyte R9 380 4GB G1,110,34.5
1444,AMD,HD 7990 (CrossFire Disabled),109,35.9
1445,Sapphire,Sapphire R9 280X 3GB VAPOR-X,102,39
1446,Sapphire,Sapphire R9 280X 3GB Dual-X OC,102,39
1447,AMD,R9 280X,102,39
1448,PowerColor,PowerColor RX 470 4GB Red Devil/Dragon,95,41.7
1449,PwrHis,HIS RX 470 4GB IceQ X² OC,95,41.7
1450,XFX,XFX RX 470 4GB Single Fan,95,41.7
1451,XFX,XFX RX 470 4GB Black,95,41.7
1452,MSI,MSI RX 470 4GB ARMOR OC,95,41.7
1453,Nvidia,GTX 1650 (Mobile),96,41.6
1454,Nvidia,Quadro P2000,97,41.1
1455,Nvidia,GTX 980M,98,40.9
1456,Nvidia,GeForce GTX 690 (SLI Disabled),99,40.1
1457,AMD,R9 380X,100,39.8
1458,XFX,XFX R9 380X 4GB Black DD XXX OC,100,39.8
1459,Sapphire,Sapphire R9 380X 4GB Nitro Dual-X OC,100,39.8
1460,Gigabyte,Gigabyte R9 380X 4GB Gaming,100,39.8
1461,PowerColor,PowerColor R9 280X 3GB OC,100,39.8
1462,AMD,HD 7970,101,39.5
1463,Asus,Asus RX 470 4GB ROG STRIX OC,95,41.7
1464,EVGA,EVGA GTX 1050 2GB SSC GAMING,128,26.9
1465,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,63,63.4
1466,AMD,Gigabyte R9 Fury X 4GB,62,64.6
1467,Asus,Asus RX 5700 XT 8GB TUF Gaming 3,25,108
1468,Asus,"Asus RX 5700 XT 8GB ROG Strix ",25,108
1469,AMD,RX 5700XT 50th Anniversary,26,107
1470,Nvidia,RTX 2070,27,105
1471,Gigabyte,Gigabyte RTX 2070 8GB Gaming OC,27,105
1472,EVGA,EVGA RTX 2070 8GB XC Gaming Dual HDB,27,105
1473,XFX,XFX RX 5700 XT 8GB Thicc III,25,108
1474,MSI,MSI RTX 2070 8GB Gaming Z,27,105
1475,Asus,Asus RTX 2070 8GB ROG STRIX,27,105
1476,MSI,MSI RTX 2070 8GB Armor OC,27,105
1477,Gigabyte,Gigabyte RTX 2070 8GB Windforce,27,105
1478,EVGA,EVGA RTX 2070 8GB Black Gaming,27,105
1479,Zotac,Zotac RTX 2070 8GB Mini,27,105
1480,Asus,Asus RTX 2070 8GB Dual,27,105
1481,EVGA,EVGA RTX 2070 8GB XC Ultra Gaming,27,105
1482,MSI,MSI RTX 2070 8GB Tri Frozr,27,105
1483,XFX,XFX RX 5700 XT 8GB Thicc III Ultra,25,108
1484,Sapphire,Sapphire RX 5700 XT 8GB Pulse,25,108
1485,AMD,Radeon-VII,24,111
1486,AMD,Sapphire Radeon VII 16GB,24,111
1487,AMD,Asus Radeon VII 16GB,24,111
1488,AMD,RX 5700-XT,25,108
1489,AMD,PowerColor RX 5700 XT 8GB,25,108
1490,AMD,Sapphire RX 5700 XT 8GB,25,108
1491,Gigabyte,Gigabyte RX 5700 XT 8GB Gaming OC,25,108
1492,AMD,XFX RX 5700 XT 8GB,25,108
1493,AMD,Asus RX 5700 XT 8GB,25,108
1494,AMD,Gigabyte RX 5700 XT 8GB,25,108
1495,Sapphire,Sapphire RX 5700 XT 8GB Pulse,25,108
1496,PowerColor,PowerColor RX 5700 XT 8GB Red Devil,25,108
1497,PowerColor,PowerColor RX 5700 XT 8GB Red Dragon,25,108
1498,Sapphire,Sapphire RX 5700 XT 8GB Nitro+,25,108
1499,AMD,MSI RX 5700 XT 8GB Gaming,25,108
1500,Nvidia,GTX 1080,28,105
1501,EVGA,EVGA GTX 1080 8GB Founders Edition,28,105
1502,Asus,ASUS GTX 1080 8GB Founders Edition,28,105
1503,Gigabyte,Gigabyte RTX 2060 Super 8GB Gaming,30,99.2
1504,EVGA,EVGA RTX 2060 Super 8GB SC XC Ultra Gaming,30,99.2
1505,MSI,MSI RTX 2060 Super 8GB Gaming X,30,99.2
1506,Gigabyte,Gigabyte RTX 2060 Super 8GB Windforce OC,30,99.2
1507,Gigabyte,Gigabyte RTX 2060 Super 8GB Aorus,30,99.2
1508,EVGA,EVGA RTX 2060 8GB Super SC Black,30,99.2
1509,Nvidia,RTX 2060S (Super),30,99.2
1510,EVGA,EVGA RTX 2060 Super 8GB SC Ultra Gaming,30,99.2
1511,AMD,RX Vega-64LC (Liquid Cooled),31,99
1512,AMD,Gigabyte RX Vega 64 8GB LC,31,99
1513,AMD,Sapphire RX Vega 64 8GB LC,31,99
1514,AMD,XFX RX Vega 64 8GB LC,31,99
1515,Nvidia,RTX 2070S (Super Mobile),32,97
1516,Nvidia,GTX 1070-Ti,33,96.8
1517,Zotac,Zotac RTX 2060 Super 8GB Mini Gaming,30,99.2
1518,Nvidia,Quadro GP100,29,104
1519,Gigabyte,Gigabyte GTX 1080 8GB Windforce,28,105
1520,Gigabyte,Gigabyte GTX 1080 8GB Turbo,28,105
1521,Nvidia,MSI GTX 1080 8GB Founders Edition,28,105
1522,Nvidia,Zotac GTX 1080 8GB Founders Edition,28,105
1523,Nvidia,Gigabyte GTX 1080 8GB Founders Edition,28,105
1524,EVGA,EVGA GTX 1080 8GB SC GAMING ACX 3.0,28,105
1525,MSI,MSI GTX 1080 8GB GAMING X,28,105
1526,Gigabyte,Gigabyte GTX 1080 8GB G1 Gaming,28,105
1527,EVGA,EVGA GTX 1080 8GB FTW ACX 3.0,28,105
1528,Asus,Asus GTX 1080 8GB ROG STRIX,28,105
1529,Asus,Asus GTX 1080 8GB ROG STRIX,28,105
1530,Zotac,Zotac GTX 1080 8GB AMP,28,105
1531,Zotac,Zotac GTX 1080 8GB AMP Extreme,28,105
1532,Gigabyte,Gigabyte GTX 1080 8GB Xtreme,28,105
