Id,Brand,Model,Rank,Benchmark
1912,Nvidia,Quadro NVS 160M,600,0.52
1913,Intel,G45/G43 Express Chipset,607,0.5
1914,Nvidia,Quadro NVS 450,609,0.49
1915,ATI,Radeon HD 3450,610,0.49
1916,AMD,Radeon X1650,611,0.49
1917,Nvidia,GeForce 9300 GS,612,0.48
1918,AMD,Radeon HD 6250M,613,0.47
1919,AMD,Radeon HD 6250,614,0.44
1920,Nvidia,GeForce 9200M GS,608,0.49
1921,ATI,Radeon HD 3200,615,0.43
1922,ATI,Mobility Radeon HD 3400,599,0.53
1923,ATI,Mobility Radeon HD 4250,597,0.53
1924,Intel,HD 2000 (Desktop 1.1 GHz),583,0.65
1925,Nvidia,GeForce 8400M GT,584,0.65
1926,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),585,0.65
1927,ATI,Radeon HD 4200,586,0.63
1928,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),587,0.62
1929,ATI,Radeon 3000 Graphics,588,0.61
1930,ATI,Radeon HD 4250,598,0.53
1931,Intel,Q45/Q43 Express Chipset,589,0.59
1932,Nvidia,Quadro FX 1500,591,0.57
1933,ATI,Radeon HD 3300,592,0.57
1934,ATI,Radeon HD 4290,593,0.56
1935,Nvidia,Quadro NVS 140M,594,0.55
1936,Intel,G41 Express Chipset,595,0.55
1937,Nvidia,GeForce 9300M GS,596,0.53
1938,Nvidia,Quadro NVS 290,590,0.58
1939,ATI,Radeon HD 2400-PRO,616,0.43
1940,ATI,FirePro 2260,617,0.42
1941,AMD,Radeon X1600,618,0.41
1942,ATI,Mobility Radeon X2300,638,0.15
1943,Nvidia,GeForce 7300 LE,639,0.15
1944,Nvidia,GeForce Go 7300,640,0.13
1945,ATI,Mobility Radeon X1400,641,0.13
1946,ATI,Mobility Radeon X1300,642,0.12
1947,Nvidia,Quadro NVS 440,643,0.11
1948,AMD,Radeon X1550,637,0.17
1949,Nvidia,GeForce 7300 SE,644,0.08
1950,Nvidia,GeForce 6200,646,0.07
1951,Nvidia,GeForce 7100 / nForce 630i,647,0.07
1952,Nvidia,GeForce 6150,648,0.06
1953,Nvidia,GeForce 6100,649,0.06
1954,Nvidia,GeForce 7025 / nForce 630a,650,0.06
1955,Nvidia,GeForce 6150SE nForce 430,651,0.06
1956,Nvidia,GeForce 7100 GS,645,0.08
1957,AMD,Radeon X1300,636,0.17
1958,Nvidia,GeForce Go 7400,635,0.17
1959,Nvidia,GeForce 7300 GS,634,0.18
1960,ATI,Mobility Radeon HD 2400,619,0.4
1961,Nvidia,GeForce 8200,620,0.39
1962,Intel,Mobile Series 4 Express Chipset Family,621,0.38
1963,Nvidia,Quadro FX 3450/4000 SDI,622,0.37
1964,Nvidia,GeForce Go 7600,623,0.36
1965,Nvidia,GeForce 7300 GT,624,0.35
1966,ATI,Mobility Radeon X1600,625,0.34
1967,Intel,Graphics Media Accelerator 3150,626,0.33
1968,ATI,Radeon 3100 Graphics,627,0.32
1969,ATI,MOBILITY FireGL V5250,628,0.32
1970,Nvidia,GeForce 6600 GT,629,0.31
1971,Nvidia,GeForce 8400M G,630,0.3
1972,Nvidia,Quadro NVS 135M,631,0.3
1973,Nvidia,GeForce 8200M G,632,0.28
1974,Nvidia,GeForce 6600,633,0.24
1975,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),582,0.65
1976,Nvidia,GeForce 7800 GS,581,0.66
1977,Nvidia,Quadro FX 570,580,0.67
1978,AMD,Radeon HD 6310,579,0.67
1979,ATI,Mobility Radeon HD 3650,528,1.26
1980,Nvidia,GeForce 8600M GT,529,1.24
1981,Intel,HD 2500 (Desktop 1.05 GHz),530,1.23
1982,ATI,Mobility Radeon HD 545v,531,1.23
1983,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),532,1.17
1984,Nvidia,GeForce GT 320M,533,1.15
1985,Nvidia,Quadro FX 1700,527,1.26
1986,AMD,HD 8240,534,1.15
1987,ATI,Mobility Radeon HD 2600,536,1.14
1988,ATI,Mobility Radeon HD 4500,537,1.12
1989,AMD,Radeon HD 6370M,538,1.11
1990,ATI,Mobility Radeon HD 6370,539,1.11
1991,ATI,Radeon HD 4550,540,1.1
1992,Nvidia,GeForce 7800 GTX,541,1.06
1993,ATI,Mobility Radeon HD 4570,535,1.14
1994,Nvidia,GeForce GT 415M,526,1.29
1995,ATI,Radeon HD 2600-PRO,525,1.3
1996,Nvidia,Quadro FX 570M,524,1.35
1997,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),509,1.56
1998,Nvidia,GeForce 7900 GTX,510,1.55
1999,Intel,UHD Graphics 600,511,1.55
2000,AMD,Radeon HD 7400G,512,1.54
2001,Intel,HD 3000 (Desktop V1 1.1 GHz),513,1.53
2002,Nvidia,Quadro NVS 320M,514,1.53
2003,Nvidia,GeForce 8600 GT,515,1.53
2004,Nvidia,GeForce 9600M-GS,516,1.52
2005,ATI,Mobility Radeon HD 2600-XT,517,1.51
2006,Nvidia,GeForce 410M,518,1.49
2007,AMD,Radeon HD 6410D,519,1.48
2008,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),520,1.46
2009,AMD,Radeon HD 8330,521,1.4
2010,Nvidia,NVS 310,522,1.39
2011,ATI,Mobility FireGL V5700,523,1.38
2012,AMD,Radeon HD 6300M,542,1.06
2013,AMD,Radeon HD 6570,362,4.72
2014,Nvidia,GeForce 310M,543,1.04
2015,Nvidia,GeForce 315M,545,1.01
2016,Nvidia,GeForce 305M,565,0.83
2017,AMD,Radeon HD 6320,566,0.82
2018,ATI,Mobility Radeon HD 4300,567,0.82
2019,AMD,Radeon HD 5450,568,0.81
2020,Nvidia,GeForce Go 7900,569,0.77
2021,Nvidia,GeForce 210,570,0.76
2022,ATI,Mobility Radeon HD 530v,564,0.85
2023,Nvidia,GeForce 8500 GT,571,0.75
2024,Nvidia,GeForce 8600M GS,573,0.75
2025,Nvidia,GeForce 9400M,574,0.73
2026,Nvidia,GeForce 7600 GT,575,0.72
2027,AMD,Radeon HD 7310,576,0.68
2028,Nvidia,ION,577,0.68
2029,Nvidia,GeForce G105M,578,0.68
2030,Nvidia,GeForce 8400 GS,572,0.75
2031,AMD,HD 8210,563,0.87
2032,Nvidia,GeForce G210,562,0.88
2033,ATI,Radeon HD 5400,561,0.88
2034,Nvidia,GeForce 9400 GT,546,1
2035,ATI,Mobility Radeon HD 5470,547,1
2036,Nvidia,GeForce 7900 GS,548,1
2037,Nvidia,GeForce G210M,549,0.99
2038,Nvidia,GeForce 310,550,0.99
2039,Nvidia,NVS 3100M,551,0.97
2040,AMD,Radeon HD 7350,552,0.97
2041,AMD,Radeon HD 6350,553,0.96
2042,Nvidia,Quadro FX 3500,554,0.95
2043,ATI,Radeon HD 4300,555,0.94
2044,AMD,Radeon HD 7340,556,0.91
2045,Nvidia,Quadro FX 380,557,0.9
2046,Nvidia,NVS 300,558,0.9
2047,ATI,Mobility Radeon HD 4350,559,0.89
2048,AMD,FirePro 2270,560,0.89
2049,Nvidia,Quadro FX 4500,544,1.01
2050,Intel,HD 620 (Mobile Kaby Lake),361,4.74
2051,Nvidia,GeForce GTX 260M,360,4.78
2052,Intel,HD 530 (Desktop Skylake),359,4.79
2053,EVGA,EVGA GTX 750 Ti 2GB FTW,172,18.2
2054,Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,172,18.2
2055,Gigabyte,Gigabyte GTX 750 Ti 2GB,172,18.2
2056,Intel,Iris Xe,173,18.2
2057,Nvidia,GTX 960M,174,17.6
2058,AMD,R7 360,175,17.5
2059,EVGA,EVGA GTX 750 Ti 2GB,172,18.2
2060,MSI,MSI R7 360 2G OC,175,17.5
2061,Sapphire,Sapphire R7 360 2GB NITRO,175,17.5
2062,Gigabyte,Gigabyte R7 360 2GB,175,17.5
2063,Gigabyte,Gigabyte R7 360 2GB V2,175,17.5
2064,XFX,XFX R7 360 2GB 360P,175,17.5
2065,Asus,Asus R7 360 2GB OC V2,175,17.5
2066,Nvidia,GTX 770M,176,17.3
2067,Sapphire,Sapphire R7 360 2GB OC,175,17.5
2068,Nvidia,Quadro K2200,177,17.3
2069,MSI,MSI GTX 750 Ti 2GB Gaming,172,18.2
2070,Asus,ASUS GTX 750 Ti 2GB OC,172,18.2
2071,AMD,R7 260X,164,19.9
2072,Sapphire,SAPPHIRE R7 260X 2GB OC 2x DVI,164,19.9
2073,Sapphire,SAPPHIRE R7 260X 2GB OC,164,19.9
2074,XFX,XFX 260X 2GB,164,19.9
2075,MSI,MSI R7 260X 2GB OC,164,19.9
2076,AMD,HD 6950,165,19.5
2077,MSI,MSI GTX 750 Ti 2GB,172,18.2
2078,Nvidia,GTX 570,166,19.4
2079,AMD,HD 7850,168,19.3
2080,Nvidia,GTX 480,169,18.9
2081,Nvidia,GTX 560 Ti (448 Core LE),170,18.4
2082,Nvidia,GTX 650 Ti Boost,171,18.3
2083,Nvidia,GTX 750-Ti,172,18.2
2084,EVGA,EVGA GTX 750 Ti 2GB SC,172,18.2
2085,AMD,HD 5870,167,19.3
2086,Nvidia,GTX 560 Ti,178,17.1
2087,AMD,Radeon HD 8950,179,16.7
2088,AMD,FirePro M6100 (FireGL V),180,16.5
2089,Nvidia,GeForce GTX 580M,198,14.5
2090,Nvidia,GTX 765M,199,14.2
2091,Nvidia,GTX 460 v2,200,14.2
2092,Nvidia,GTX 560,201,14.1
2093,Nvidia,Quadro 6000,202,13.9
2094,Nvidia,GTX 675M,203,13.8
2095,Nvidia,GTX 560 Ti-OEM,197,14.5
2096,Nvidia,Quadro K1200,204,13.6
2097,Nvidia,Quadro K4000,206,13.1
2098,AMD,FirePro V7900 (FireGL V),207,12.9
2099,AMD,HD 5830,208,12.7
2100,AMD,HD 7770,209,12.7
2101,AMD,R7 250X,210,12.6
2102,Nvidia,GTX 460,211,12.5
2103,AMD,RX 550,205,13.3
2104,Nvidia,GeForce MX250,196,14.6
2105,Nvidia,GT 1030,195,14.7
2106,Nvidia,MX150-0,194,14.9
2107,Nvidia,Quadro K5000M,181,16.4
2108,Nvidia,GTX 860M,182,16.3
2109,AMD,RX Vega 11 (Ryzen iGPU),183,16.2
2110,AMD,HD 5970 (Crossfire Disabled),184,16.2
2111,Nvidia,GTX 675MX,185,15.7
2112,Parallels,Display Adapter (WDDM),186,15.6
2113,Nvidia,GTX 650-Ti,187,15.4
2114,AMD,HD 5850,188,15.4
2115,Nvidia,GTX 750,189,15.3
2116,EVGA,EVGA GTX 750 1GB Dual-Link,189,15.3
2117,EVGA,EVGA GTX 750 1GB Dual-Link SC,189,15.3
2118,AMD,HD 6870,190,15.2
2119,Nvidia,GTX 850M,191,15.2
2120,Nvidia,GeForce GTX 470,192,15
2121,Nvidia,GTX 950M,193,15
2122,MSI,MSI RX 460 2GB 2G OC,163,20.1
2123,Asus,Asus RX 460 2GB Dual Fan OC,163,20.1
2124,Gigabyte,Gigabyte RX 460 4GB Windforce 2x,163,20.1
2125,XFX,XFX RX 460 4GB SF,163,20.1
2126,AMD,R9 270,137,24.5
2127,Asus,ASUS R9 270 2GB Direct CU II OC,137,24.5
2128,Sapphire,Sapphire R9 270 2GB Dual-X Boost OC,137,24.5
2129,Gigabyte,Gigabyte R9 270 2GB OC,137,24.5
2130,Nvidia,GTX 965M,138,24.1
2131,Nvidia,GTX 870M,139,23.8
2132,Nvidia,GTX 1050 (Mobile),136,24.8
2133,AMD,FirePro W7000,140,22.9
2134,MSI,MSI RX 560 4GB Aero ITX,141,22.8
2135,Nvidia,Quadro M2000,142,22.7
2136,Nvidia,GTX 680MX,143,22.5
2137,Nvidia,Quadro K4200,144,22.3
2138,Nvidia,Quadro K5100M,145,22.1
2139,Nvidia,Quadro K5000,146,22
2140,AMD,RX 560,141,22.8
2141,Nvidia,GeForce GTX 590 (SLI Disabled),135,24.8
2142,Nvidia,Quadro P1000,134,24.9
2143,Vmware,SVGA 3D,133,25.1
2144,Nvidia,GTX 1050-Ti (Mobile Max-Q),129,26.7
2145,Nvidia,GTX 950,130,26.2
2146,Zotac,Zotac GTX 950 2GB,130,26.2
2147,Zotac,Zotac GTX 950 2GB OC,130,26.2
2148,Zotac,Zotac GTX 950 2GB AMP!,130,26.2
2149,EVGA,EVGA GTX 950 2GB SC,130,26.2
2150,EVGA,EVGA GeForce GTX 950 2GB ACX 2.0,130,26.2
2151,EVGA,EVGA GTX 950 2GB SSC ACX,130,26.2
2152,Asus,Asus GTX 950 2GB STRIX GAMING,130,26.2
2153,Gigabyte,Gigabyte GTX 950 2GB Windforce,130,26.2
2154,MSI,MSI GTX 950 2GB GAMING,130,26.2
2155,MSI,MSI GTX 950 2GB OC,130,26.2
2156,Gigabyte,Gigabyte GTX 950 2GB XTREME,130,26.2
2157,Nvidia,GTX 780M,131,25.9
2158,AMD,Radeon RX Vega M GL,132,25.4
2159,Nvidia,GTX 775M,147,21.8
2160,AMD,Radeon HD 8760,212,12.5
2161,AMD,HD 6970,148,21.6
2162,AMD,R7 370,150,21.4
2163,AMD,R9 M290,160,20.3
2164,AMD,Radeon RX 560-B,161,20.3
2165,Nvidia,GTX 680M,162,20.1
2166,AMD,RX 460,163,20.1
2167,Gigabyte,Gigabyte RX 460 4GB Windforce OC,163,20.1
2168,Gigabyte,Gigabyte RX 460 2GB Windforce OC,163,20.1
2169,Microsoft,RemoteFX Graphics Device - WDDM,159,20.5
2170,Asus,Asus RX 460 4GB ROG STRIX OC,163,20.1
2171,PowerColor,PowerColor RX 460 2GB Red Dragon,163,20.1
2172,Sapphire,Sapphire RX 460 4GB Nitro,163,20.1
2173,Sapphire,Sapphire RX 460 2GB 1210 MHz,163,20.1
2174,Sapphire,Sapphire RX 460 2GB 1090 MHz,163,20.1
2175,XFX,XFX RX 460 2GB,163,20.1
2176,XFX,XFX RX 460 2GB,163,20.1
2177,Gigabyte,Gigabyte RX 460 2GB Windforce OC,163,20.1
2178,AMD,HD 7790,158,20.5
2179,MSI,MSI R7 265 2GB OC,157,20.6
2180,Sapphire,"Sapphire R7 265 2GB Dual-X ",157,20.6
2181,MSI,MSI R7 370 4GB Gaming,150,21.4
2182,MSI,MSI R7 370 2GB Gaming,150,21.4
2183,Gigabyte,Gigabyte AMD R7 370 2GB,150,21.4
2184,Sapphire,"Sapphire R7 370 2GB Dual-X OC ",150,21.4
2185,Sapphire,Sapphire R7 370 4GB NITRO Dual-X OC,150,21.4
2186,Asus,ASUS R7 370 2GB STRIX OC,150,21.4
2187,Asus,ASUS R7 370 4GB STRIX OC,150,21.4
2188,XFX,XFX R7 370 2GB 2SF5,150,21.4
2189,Nvidia,GTX 760 (192-bit),151,21.1
2190,Nvidia,GTX 660,152,21.1
2191,AMD,R9 M290X,153,21.1
2192,Nvidia,GeForce MX350,154,21
2193,AMD,HD 6990 (Crossfire Disabled),155,20.9
2194,AMD,Radeon HD 7970M,156,20.9
2195,AMD,R7 265,157,20.6
2196,Nvidia,GTX 580,149,21.6
2197,Nvidia,Quadro RTX A6000,2,207
2198,Nvidia,Quadro K4000M,213,12.4
2199,Nvidia,GTX 465,215,12.1
2200,AMD,Radeon HD 8570,308,6.56
2201,Nvidia,GeForce GTS 240,309,6.54
2202,Nvidia,GeForce GTX 285M,310,6.53
2203,ATI,FirePro M7740,311,6.52
2204,Intel,Iris Pro HD 6100 (Mobile),312,6.5
2205,AMD,FirePro V4900,313,6.49
2206,AMD,Radeon R7 Graphics,307,6.58
2207,Nvidia,MX110,314,6.43
2208,AMD,FirePro V5900 (FireGL V),316,6.38
2209,Nvidia,GeForce 8800 Ultra,317,6.3
2210,Intel,HD 6000 (Mobile),318,6.25
2211,Nvidia,GeForce 8800 GT,319,6.24
2212,Nvidia,Quadro 2000,320,6.2
2213,Nvidia,GeForce GT 740M,321,6.1
2214,Nvidia,GeForce GTX 280M,315,6.39
2215,Nvidia,920MX,322,6.01
2216,AMD,HD 7730,306,6.59
2217,AMD,Radeon  530,304,6.74
2218,ATI,Radeon HD 4800,290,7.29
2219,AMD,Radeon HD 7700M,291,7.25
2220,ATI,Radeon HD 4770,292,7.19
2221,Intel,Iris 540 (Mobile Skylake),293,7.18
2222,Nvidia,GeForce GTS 250,294,7.17
2223,Nvidia,GeForce 8800 GTS-512,295,7.13
2224,Nvidia,Quadro FX 3800,305,6.59
2225,AMD,FirePro M4000,296,7.12
2226,Nvidia,GeForce GT 650M,298,6.98
2227,Nvidia,GeForce GT 640,299,6.96
2228,Nvidia,Quadro 4000,300,6.93
2229,Nvidia,Quadro FX 3800M,301,6.91
2230,Nvidia,GeForce 830M,302,6.89
2231,AMD,Mobility Radeon HD 5850,303,6.81
2232,Nvidia,GeForce GTX 460M,297,7.05
2233,Nvidia,GeForce GT 545,323,5.99
2234,Nvidia,Quadro K2000M,324,5.95
2235,Nvidia,GeForce GT 635,325,5.93
2236,Intel,HD P530 (Server Skylake),345,5.17
2237,Intel,HD 630 (Desktop Kaby Lake),346,5.16
2238,AMD,Radeon HD 7570,347,5.13
2239,ATI,Radeon HD 3870,348,5.12
2240,AMD,Radeon HD 8670D,349,5.09
2241,Intel,UHD Graphics 620 (Mobile Kaby Lake R),350,5.07
2242,AMD,Radeon HD 5670,344,5.21
2243,Nvidia,Quadro FX 3700,351,5.06
2244,AMD,Radeon HD 7660D,353,4.97
2245,Intel,UHD Graphics 630 (Desktop Coffee Lake i3),354,4.94
2246,Nvidia,GeForce 8800 GS,355,4.93
2247,AMD,Radeon HD 6750M,356,4.86
2248,AMD,Radeon 520,357,4.83
2249,Nvidia,GeForce GT 730,358,4.8
2250,Nvidia,Quadro FX 2800M,352,5.02
2251,Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),343,5.23
2252,ATI,FirePro V4800 (FireGL V),342,5.32
2253,Nvidia,Quadro 2000M,341,5.38
2254,AMD,Radeon HD 6670,326,5.91
2255,Intel,UHD G1,327,5.83
2256,Nvidia,Quadro 3000M,328,5.78
2257,Nvidia,Quadro K1100M,329,5.77
2258,Nvidia,GeForce 8800 GTX,330,5.74
2259,Nvidia,Quadro FX 3700M,331,5.63
2260,Nvidia,GeForce 9800 GT,332,5.58
2261,AMD,Radeon HD 6730M,333,5.53
2262,AMD,Radeon HD 7670,334,5.51
2263,AMD,R7 240,335,5.51
2264,AMD,Radeon HD 6700M,336,5.5
2265,Nvidia,GeForce GT 640M,337,5.47
2266,Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),338,5.45
2267,AMD,Radeon  HD 6770M,339,5.44
2268,Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),340,5.38
2269,Nvidia,GeForce GT 745M,289,7.43
2270,Nvidia,GTX 260,288,7.51
2271,Intel,Iris Plus G4,287,7.54
2272,AMD,RX Vega 6 (Ryzen iGPU),286,7.58
2273,AMD,HD 6790,235,10.4
2274,AMD,Radeon HD 6770,236,10.3
2275,AMD,FirePro M6000,237,10.1
2276,ATI,HD 4890,238,10.1
2277,Nvidia,Quadro 5000,239,10.1
2278,Nvidia,GeForce GTX 645,240,10.1
2279,AMD,RX Vega 8 (Ryzen iGPU),234,10.5
2280,AMD,HD 6970M,241,10.1
2281,Nvidia,GeForce GT 755M,243,9.96
2282,Nvidia,GTX 745 (OEM),244,9.93
2283,AMD,Radeon 540,245,9.86
2284,Asus,EAH6770,246,9.78
2285,Nvidia,GTX 940M,247,9.77
2286,Nvidia,940MX,248,9.72
2287,Nvidia,MX130,242,10
2288,AMD,R9 M370X,233,10.5
2289,Nvidia,GTX 460 SE,232,10.5
2290,AMD,HD 5770,231,10.6
2291,Nvidia,GeForce GTX 555,216,12
2292,Nvidia,GTX 670MX,217,12
2293,Nvidia,GeForce GTX 560 SE,218,11.8
2294,AMD,HD 6850,219,11.7
2295,Nvidia,GeForce GTX 485M,220,11.6
2296,Nvidia,GTX 760M,221,11.5
2297,Nvidia,MX150-2,222,11.4
2298,Nvidia,Quadro K3100M,223,11.4
2299,Intel,Iris Plus G7,224,11.2
2300,Nvidia,GeForce GTX 295 (SLI Disabled),225,11.1
2301,AMD,RX Vega 10 (Ryzen iGPU),226,11.1
2302,Nvidia,Quadro K620,227,10.9
2303,ATI,Radeon HD 5700,228,10.8
2304,Nvidia,GeForce MX230,229,10.8
2305,Nvidia,GTX 670M,230,10.6
2306,Nvidia,GeForce GTX 570M,249,9.69
2307,Intel,Iris Pro 580 (Mobile Skylake),214,12.3
2308,AMD,FirePro M5100 (FireGL V),250,9.67
2309,AMD,FirePro M8900,252,9.57
2310,AMD,R7 250E,272,8.16
2311,Nvidia,Quadro K3000M,273,8.15
2312,Intel,Iris Plus 640 (Mobile Kaby Lake),274,8.1
2313,Nvidia,GeForce GT 740,275,8.05
2314,AMD,Radeon HD 6700,276,8.05
2315,ATI,Radeon HD 4850,277,7.92
2316,Nvidia,Quadro 4000M,271,8.27
2317,ATI,Radeon HD 4850-X2,278,7.84
2318,Nvidia,GeForce 9800 GTX,280,7.79
2319,Nvidia,Quadro K2100M,281,7.72
2320,Nvidia,Quadro K2000,282,7.68
2321,Nvidia,GTX 660M,283,7.67
2322,Nvidia,GeForce GTS 450,284,7.66
2323,Nvidia,GeForce GTX 560M,285,7.58
2324,AMD,HD 7750,279,7.81
2325,AMD,HD 5750,270,8.28
2326,AMD,R7 250,269,8.37
2327,Nvidia,Quadro FX 5800,268,8.4
2328,Nvidia,GeForce GTX 285,253,9.56
2329,Nvidia,GeForce 840M,254,9.41
2330,Intel," Iris Plus 650 (Mobile Kaby Lake)",255,9.35
2331,Nvidia,GTX 275,256,9.24
2332,AMD,Radeon HD 7800M,257,9.09
2333,Nvidia,GTX 550-Ti,258,9.09
2334,Nvidia,GTX 650,259,8.7
2335,ATI,HD 4870,260,8.66
2336,ATI,FirePro V5800 (FireGL V),261,8.64
2337,Nvidia,GeForce GTX 280,262,8.64
2338,AMD,Mobility Radeon HD 5870,263,8.63
2339,Nvidia,GeForce GT 750M,264,8.6
2340,Nvidia,930MX,265,8.6
2341,Intel,Iris 550 (Mobile Skylake),266,8.59
2342,Nvidia,GeForce GTX 480M,267,8.41
2343,Intel,Iris Pro HD 6200 (Desktop),251,9.62
2344,Nvidia,RTX 3090,1,229
